"","File_Name","Child_ID","Child_Age","Start_Time","End_Time","Child_C","Child_X","Child_R","Child_L","Child_C_X","Adult_Lyrical_N","Adult_Lyrical_U","Adult_Lyrical_T","Adult_NonLyrical_N","Adult_NonLyrical_U","Adult_NonLyrical_T","Adult_NoMusic_N","Adult_NoMusic_U","Adult_NoMusic_T","Child_C_log","Child_X_log","Child_R_log","Child_L_log","Child_C_X_log","Adult_Lyrical_N_log","Adult_Lyrical_U_log","Adult_Lyrical_T_log","Adult_NonLyrical_N_log","Adult_NonLyrical_U_log","Adult_NonLyrical_T_log","Adult_NoMusic_N_log","Adult_NoMusic_U_log","Adult_NoMusic_T_log","Child_C_count","Child_X_count","Child_R_count","Child_L_count","Child_C_X_count","Adult_Lyrical_N_count","Adult_Lyrical_U_count","Adult_Lyrical_T_count","Adult_NonLyrical_N_count","Adult_NonLyrical_U_count","Adult_NonLyrical_T_count","Adult_NoMusic_N_count","Adult_NoMusic_U_count","Adult_NoMusic_T_count"
"142","0274_000221",274,3,27993,28293,7.428,66.098,13.439,0,73.526,0,0,0,0,0,0,55.547,0.987,31.442,2.13155949594194,4.20615423727411,2.66993287898908,0,4.31114805779011,0,0,0,0,0,0,4.03507215075703,0.68662596356968,3.47945387962792,7,76,17,0,83,0,0,0,0,0,0,47,3,39
"143","0274_000605",274,6,6596,6896,1.985,42.639,0,7.639,44.624,0,0,0,0,0,0,0.744,2.177,25.888,1.09359974684457,3.77595124594522,0,2.15628683537675,3.82043389385424,0,0,0,0,0,0,0.556181325486788,1.15593735528738,3.2916800904228,3,80,0,12,83,0,0,0,0,0,0,1,1,25
"144","0274_000605",274,6,8996,9296,9.964,117.549,0,0,127.513,0,0,0,0,0,0,0,0,0,2.39461717844054,4.77532637721645,0,0,4.85603006653338,0,0,0,0,0,0,0,0,0,5,74,0,0,79,0,0,0,0,0,0,0,0,0
"145","0274_000605",274,6,25196,25496,0,40.993,2.331,0,40.993,0,0,0,0,0,0,26.783,1.607,0,0,3.73750293772627,1.20327255921154,0,3.73750293772627,0,0,0,0,0,0,3.32442432285624,0.958200134951365,0,0,38,1,0,38,0,0,0,0,0,0,21,1,0
"146","0274_000911",274,9,17349,17649,0,9.915,0,14.501,9.915,0,0,21.238,0,0,11.114,33.327,0,35.265,0,2.39013799000191,0,2.74090453797316,2.39013799000191,0,0,3.10180253728106,0,0,2.49436180855876,3.53593221652616,0,3.59085308881538,0,18,0,18,18,0,0,10,0,0,4,28,0,42
"147","0274_000911",274,9,30549,30849,10.248,47.288,0,4.026,57.536,0,0,0,0,0,0,0.595,0,0,2.42019033506831,3.87718308258544,0,1.6146244391214,4.06964194958173,0,0,0,0,0,0,0.466873736236808,0,0,6,45,0,4,51,0,0,0,0,0,0,1,0,0
"148","0274_000911",274,9,32949,33249,16.401,51.403,0,0.93,67.804,0,0,0,0,0,0,13.278,0,0,2.85652767583344,3.95896384159657,0,0.657520002916794,4.23126188278414,0,0,0,0,0,0,2.65871989108027,0,0,13,43,0,2,56,0,0,0,0,0,0,9,0,0
"149","0274_010611",274,18,10446,10746,1.441,26.256,0,17.126,27.697,0,0,0,0,0,0,16.478,5.729,6.136,0.892407791410823,3.30527368035867,0,2.89734737163259,3.35679258768525,0,0,0,0,0,0,2.86094294720535,1.90642654420618,1.96515239527771,2,21,0,6,23,0,0,0,0,0,0,15,5,5
"150","0274_010611",274,18,28746,29046,3.446,12.513,0,0,15.959,0,0,0,0,0,0,26.024,0.403,25.19,1.492004815542,2.60365218505595,0,0,2.83079866636126,0,0,0,0,0,0,3.29672536006544,0.338612801120324,3.26537765851962,4,22,0,0,26,0,0,0,0,0,0,27,1,31
"151","0274_010611",274,18,32346,32646,1.856,53.487,0,0,55.343,0,0,0,0,0,2.586,11.969,0,0,1.04942204447734,3.9979621411058,0,0,4.03145800916691,0,0,0,0,0,1.27703737518294,2.5625618943536,0,0,3,33,0,0,36,0,0,0,0,0,1,17,0,0
"152","0275_000307a",275,3,10778,11078,3.369,54.913,0,0,58.282,0,0,0,0,0,0,77.246,0,0,1.4745341499693,4.02379691126314,0,0,4.08230571861034,0,0,0,0,0,0,4.35985770990282,0,0,4,74,0,0,78,0,0,0,0,0,0,66,0,0
"153","0275_000307a",275,3,12578,12878,0,67.834,7.747,4.201,67.834,0,0,0,0,0,0,31.066,0,0,0,4.2316978089161,2.16871078443772,1.64885091479094,4.2316978089161,0,0,0,0,0,0,3.46779627876665,0,0,0,64,5,5,64,0,0,0,0,0,0,29,0,0
"154","0275_000307a",275,3,20978,21278,0,69.168,0,0,69.168,0,0,0,0,0,0,31.354,2.01,0,0,4.25089236664908,0,0,4.25089236664908,0,0,0,0,0,0,3.4767376609075,1.10194007876078,0,0,112,0,0,112,0,0,0,0,0,0,21,2,0
"155","0275_000606",275,6,2219,2519,0,11.661,42.23,0,11.661,0,0,45.22,0,0,35.258,0.683,0,39.212,0,2.53852640253812,3.76653469867954,0,2.53852640253812,0,0,3.83341260484623,0,0,3.59066004660748,0.520577915208669,0,3.69416545854317,0,19,22,0,19,0,0,25,0,0,20,1,0,34
"156","0275_000606",275,6,16619,16919,0,4.999,0,0,4.999,0,0,0,0,0,0,8.113,2.289,0,0,1.79159278867096,0,0,1.79159278867096,0,0,0,0,0,0,2.20970196551399,1.19058356720692,0,0,7,0,0,7,0,0,0,0,0,0,12,1,0
"157","0275_000606",275,6,28319,28619,2.029,7.202,0,0,9.231,125.448,0,18.995,0,0,0,19.972,0.883,17.371,1.1082325320451,2.10437802696987,0,0,2.3254223268968,4.83983115646262,0,2.99548224229878,0,0,0,3.04318821471029,0.632866249675015,2.9107733343268,2,11,0,0,13,41,0,10,0,0,0,19,1,8
"158","0275_000908",275,9,16373,16673,0.547,17.144,7.796,0,17.691,2.253,0,0,0,0,0,8.812,3.542,2.616,0.436317571590929,2.89833992754534,2.17429707269251,0,2.92804212458404,1.17957764749121,0,0,0,0,0,2.28360612639624,1.51336744368337,1.28536844252993,1,15,4,0,16,2,0,0,0,0,0,14,3,5
"159","0275_000908",275,9,27473,27773,0,10.092,73.385,0,10.092,0,0,10.968,0,0,0,38.436,1.173,13.436,0,2.40622412775353,4.30925430860921,0,2.40622412775353,0,0,2.48223642123212,0,0,0,3.67467910471279,0.776108701274293,2.66972508678054,0,14,35,0,14,0,0,4,0,0,0,31,2,9
"160","0275_000908",275,9,28973,29273,0,11.723,94.278,0,11.723,0,0,0,0,0,0,35.424,2.385,12.108,0,2.54341137916056,4.55679893406267,0,2.54341137916056,0,0,0,0,0,0,3.59522789803248,1.21935390636424,2.57322273083657,0,16,27,0,16,0,0,0,0,0,0,26,2,6
"161","0275_010606",275,18,15181,15481,17.923,12.322,0,0,30.245,0,0,0,0,0,0,5.121,0,0,2.94037811342191,2.58941680399099,0,0,3.44185936338104,0,0,0,0,0,0,1.81172548186893,0,0,19,21,0,0,40,0,0,0,0,0,0,8,0,0
"162","0275_010606",275,18,17881,18181,15.6,27.557,0,1.1,43.157,0,0,0,0,0,0,3.832,0,3.744,2.8094026953625,3.35190208993728,0,0.741937344729377,3.78775146487856,0,0,0,0,0,0,1.57526046063251,0,1.55688066169542,13,29,0,1,42,0,0,0,0,0,0,5,0,2
"163","0275_010606",275,18,42481,42781,12.259,5.431,0,0,17.69,0,0,0,0,0,0,62.996,0,6.8,2.58467656713258,1.86113004715273,0,0,2.92798862146747,0,0,0,0,0,0,4.15882058140647,0,2.05412373369555,10,5,0,0,15,0,0,0,0,0,0,55,0,6
"164","0300_000310",300,3,9664,9964,0,15.397,81.631,0,15.397,0,0,0,0,0,0,0.674,0,0,0,2.79709839126773,4.41438491278194,0,2.79709839126773,0,0,0,0,0,0,0.515215972067284,0,0,0,37,49,0,37,0,0,0,0,0,0,1,0,0
"165","0300_000310",300,3,22564,22864,0,17.13,0,0,17.13,0,0,0,0,0,0,7.8,0,3.3,0,2.89756802476676,0,0,2.89756802476676,0,0,0,0,0,0,2.17475172148416,0,1.45861502269952,0,28,0,0,28,0,0,0,0,0,0,11,0,3
"166","0300_000310",300,3,25264,25564,0.49,23.991,0,0,24.481,0,0,0,0,0,0,2.443,0,0,0.398776119957368,3.21851576005264,0,0,3.23793307640166,0,0,0,0,0,0,1.23634318435639,0,0,1,57,0,0,58,0,0,0,0,0,0,3,0,0
"167","0300_000906",300,9,7823,8123,24.98,23.437,1.661,0,48.417,0,0,0,0,0,0,112.652,0.6,46.615,3.25732701124245,3.19609837717821,0.978701991995552,0,3.90029449454954,0,0,0,0,0,0,4.73314114803196,0.470003629245736,3.86314783764601,25,28,3,0,53,0,0,0,0,0,0,92,1,32
"168","0300_000906",300,9,35723,36023,9.208,24.091,0,0,33.299,0,0,0,0,0,0,0,0,29.274,2.32317172660243,3.22250921610062,0,0,3.53511619922794,0,0,0,0,0,0,0,0,3.41028925834037,38,70,0,0,108,0,0,0,0,0,0,0,0,22
"169","0300_000906",300,9,38723,39023,15.663,46.982,71.984,0,62.645,0,0,0,0,0,0,0.711,0,36.726,2.81319069255649,3.87082594057781,4.29024023904317,0,4.1533207673224,0,0,0,0,0,0,0.537077994910056,0,3.63034951192353,11,64,48,0,75,0,0,0,0,0,0,1,0,25
"170","0300_010605",300,18,1784,2084,1.733,3.865,0,0,5.598,0,0,0,0,0,0,85.636,4.346,28.424,1.00539990694593,1.58206671563797,0,0,1.88676657280639,0,0,0,0,0,0,4.46171543357525,1.67634861771673,3.38181066786197,2,8,0,0,10,0,0,0,0,0,0,59,5,31
"171","0300_010605",300,18,3584,3884,0,2.863,0,0,2.863,0,0,0,0,0,0,76.93,0,35.924,0,1.35144408368414,0,0,1.35144408368414,0,0,0,0,0,0,4.35581098785547,0,3.6088617461279,0,4,0,0,4,0,0,0,0,0,0,62,0,24
"172","0300_010605",300,18,36584,36884,3.714,10.742,0,0.5,14.456,0,0,0,0,0,0,52.323,0,64.305,1.55053680451394,2.46317215764199,0,0.405465108108164,2.73799727747016,0,0,0,0,0,0,3.97636775779376,0,4.17906860302948,3,9,0,1,12,0,0,0,0,0,0,36,0,54
"173","0340_000301",340,3,1716,2016,0,25.651,0.733,0,25.651,0,0,0,0,0,0,26.764,2.322,2.212,0,3.28282667336002,0.549854010733469,0,3.28282667336002,0,0,0,0,0,0,3.32374021747734,1.2005670111911,1.16689379608452,0,55,1,0,55,0,0,0,0,0,0,21,2,4
"174","0340_000301",340,3,30816,31116,1.754,9.542,1.727,1.107,11.296,0,0,0,0,0,0,120.591,0,12.59,1.01305440030646,2.35536727843302,1.00320210386345,0.745265134822052,2.50927400623629,0,0,0,0,0,0,4.80066295363506,0,2.60933422816305,3,17,1,1,20,0,0,0,0,0,0,84,0,13
"175","0340_000301",340,3,38016,38316,1.54,23.749,0,0,25.289,1.59,0,0,0,0,0,55.742,0,0,0.932164081030445,3.20878508415803,0,0,3.26915060074182,0.951657875711446,0,0,0,0,0,4.03851467726143,0,0,2,42,0,0,44,1,0,0,0,0,0,41,0,0
"176","0340_000601",340,6,16784,17084,2.942,81.346,0.286,0,84.288,0,0,0,0,0,0,0,0,10.799,1.37168820873053,4.41092988228061,0.251536625815428,0,4.44603376464817,0,0,0,0,0,0,0,0,2.46801478211778,3,54,1,0,57,0,0,0,0,0,0,0,0,8
"177","0340_000601",340,6,28184,28484,15.303,94.829,1.671,1.835,110.132,0,0,0,0,0,0,0,0,0,2.79134913995752,4.56256535315565,0.982452934127824,1.04204193717972,4.71071868397613,0,0,0,0,0,0,0,0,0,6,47,1,1,53,0,0,0,0,0,0,0,0,0
"178","0340_000601",340,6,34184,34484,22.51,85.616,0.8,0,108.126,0,0,0,0,0,0,41.75,1.06,1.36,3.15742586255198,4.4614845560086,0.587786664902119,0,4.69250317792076,0,0,0,0,0,0,3.75536919538277,0.72270598280149,0.858661619037519,9,51,1,0,60,0,0,0,0,0,0,20,2,1
"179","0340_000908",340,9,2839,3139,0.857,23.855,0,0.998,24.712,0,0,0,0,0,0,81.82,0,17.181,0.618962282370569,3.21305893954664,0,0.692146680226362,3.24695780899516,0,0,0,0,0,0,4.41666957811742,0,2.90037709273714,2,21,0,2,23,0,0,0,0,0,0,65,0,15
"180","0340_000908",340,9,28639,28939,27.15,24.035,0,0,51.185,0,0,0,0,0,0,31.233,0,0,3.3375473545857,3.22027484578191,0,0,3.95479509727202,0,0,0,0,0,0,3.47299077247603,0,0,17,17,0,0,34,0,0,0,0,0,0,26,0,0
"181","0340_000908",340,9,34939,35239,28.249,81.163,11.129,0,109.412,0,0,0,0,0,0,64.387,0.66,11.771,3.37584538505925,4.40870507907247,2.49559927932674,0,4.70421882358823,0,0,0,0,0,0,4.18032346194602,0.506817602368452,2.54717697551412,9,46,7,0,55,0,0,0,0,0,0,31,1,10
"182","0340_010600",340,18,5038,5338,26.525,27.735,0,0,54.26,0,0,0,0,0,0,14.928,1.333,2.009,3.31509468260874,3.3581158919597,0,0,4.01204931949527,0,0,0,0,0,0,2.7680785667619,0.847154993039293,1.10160779764791,17,47,0,0,64,0,0,0,0,0,0,12,3,3
"183","0340_010600",340,18,23638,23938,21.947,21.467,0,0,43.414,0,0,0,0,0,0,0,0,11.049,3.13318720900784,3.11204756593534,0,0,3.79355473505207,0,0,0,0,0,0,0,0,2.48898166894114,32,32,0,0,64,0,0,0,0,0,0,0,0,19
"184","0340_010600",340,18,30538,30838,16.762,22.067,14.895,0,38.829,0,0,0,0,0,0,0.519,0.826,16.187,2.87706134383631,3.13840302471815,2.76600459436277,0,3.68459529017488,0,0,0,0,0,0,0.418052223613636,0.602127782172777,2.84415328409455,22,47,17,0,69,0,0,0,0,0,0,1,2,21
"185","0344_000300",344,3,11334,11634,10.399,84.227,0,0,94.626,0,0,0,0,0,0,1.096,0,67.192,2.43352563225464,4.44531828504108,0,0,4.56044474960836,0,0,0,0,0,0,0.740030766458796,0,4.22232725591621,7,151,0,0,158,0,0,0,0,0,0,2,0,55
"186","0344_000300",344,3,22398,22698,5.057,89.873,0,0,94.93,0,0,0,0,0,0,31.087,4.184,99.028,1.80121462799881,4.5094629273584,0,0,4.56361875882986,0,0,0,0,0,0,3.46845096368396,1.64557695904997,4.60545014679541,4,132,0,0,136,0,0,0,0,0,0,30,5,82
"187","0344_000300",344,3,24498,24798,0,98.4,22.324,0,98.4,0,0,0,0,0,0,11.36,0,52.292,0,4.59915211366253,3.14948287335991,0,4.59915211366253,0,0,0,0,0,0,2.51446545202954,0,3.97578622609797,0,97,6,0,97,0,0,0,0,0,0,10,0,43
"188","0344_000606",344,6,4502,4802,0,82.532,0,0,82.532,0,0,0,0,0,0,0,0,0,0,4.42522979197453,0,0,4.42522979197453,0,0,0,0,0,0,0,0,0,0,77,0,0,77,0,0,0,0,0,0,0,0,0
"189","0344_000606",344,6,7856,8156,0,37.509,0,0,37.509,0,0,0,0,0,0,52.192,0,87.187,0,3.65089198020844,0,0,3.65089198020844,0,0,0,0,0,0,3.97390800910015,0,4.47945955985918,0,42,0,0,42,0,0,0,0,0,0,41,0,62
"190","0344_000606",344,6,10256,10556,1.227,31.89,0,0,33.117,0,0,0,0,0,0,29.067,6.452,2.016,0.800655388275231,3.49316866020097,0,0,3.52979579378716,0,0,0,0,0,0,3.40342822481351,2.00848245273934,1.10393145014571,2,25,0,0,27,0,0,0,0,0,0,23,9,2
"191","0344_000913",344,9,11027,11327,8.022,60.518,0,0,68.54,0,0,0,0,0,0,0,0,24.997,2.1996660389862,4.11932981491601,0,0,4.24190212657972,0,0,0,0,0,0,0,0,3.25798114674878,6,63,0,0,69,0,0,0,0,0,0,0,0,22
"192","0344_000913",344,9,36527,36827,0.74,27.81,2.1,3.68,28.55,0,0,0,0,0,0,4.4,0,16.14,0.553885113226438,3.36072254909644,1.1314021114911,1.54329810992956,3.38608374385211,0,0,0,0,0,0,1.68639895357023,0,2.84141491316963,1,47,4,4,48,0,0,0,0,0,0,5,0,20
"193","0344_010605",344,18,11701,12001,1.57,16.14,7.26,5.23,17.71,0,0,0,0,0,7.14,24.74,1.85,34.39,0.943905898907128,2.84141491316963,2.11142458753289,1.82937633279936,2.929058140286,0,0,0,0,0,2.09679018001445,3.24804620216798,1.04731899428056,3.56642929435737,3,18,8,8,21,0,0,0,0,0,3,26,2,36
"194","0344_010605",344,18,13801,14101,1.17,13.48,64.48,0,14.65,0,0,0,0,0,0,0,0,0.85,0.774727167552368,2.67276838695757,4.18174475250293,0,2.75047091698616,0,0,0,0,0,0,0,0,0.615185639090233,3,19,24,0,22,0,0,0,0,0,0,0,0,1
"195","0344_010605",344,18,36577,36877,2.009,11.19,1.593,0,13.199,0,0,0,0,0,0,19.09,2.405,33.903,1.10160779764791,2.50061594349318,0.952815506556527,0,2.65317153959222,0,0,0,0,0,0,3.00022217882684,1.22524493960148,3.55257278539943,4,13,2,0,17,0,0,0,0,0,0,16,4,17
"196","0425_000306",425,3,12118,12418,2.23,30.341,2.082,0,32.571,0,0,0,0,0,0,61.09,0,39.506,1.17248213723457,3.44492714452348,1.12557873689792,0,3.51366259904991,0,0,0,0,0,0,4.1285849453768,0,3.70145011128779,5,39,1,0,44,0,0,0,0,0,0,57,0,22
"197","0425_000306",425,3,22918,23218,0.281,10.962,16.728,0,11.243,0,0,0,0,0,0,0,0,78.968,0.247641022914597,2.48173495862237,2.87514531056487,0,2.50495434509178,0,0,0,0,0,0,0,0,4.38162655465254,1,27,9,0,28,0,0,0,0,0,0,0,0,64
"198","0425_000306",425,3,38218,38518,51.624,72.135,8.472,0,123.759,0,0,0,0,0,0,0,0,30.513,3.9631722894467,4.29230704833905,2.24834007814165,0,4.82638387631793,0,0,0,0,0,0,0,0,3.45040015910772,36,114,6,0,150,0,0,0,0,0,0,0,0,27
"199","0425_000606",425,6,5162,5462,29.206,54.63,1.279,0,83.836,0,0,0,0,0,0,3.28,4.124,2.073,3.40804058014415,4.0187226240872,0.823736750263547,0,4.4407199810131,0,0,0,0,0,0,1.45395300959371,1.63393538403449,1.12265428314835,16,109,1,0,125,0,0,0,0,0,0,5,5,2
"200","0425_000606",425,6,20162,20462,0,3.174,0,0,3.174,0,0,0,0,0,0,167.49,1.992,48.234,0,1.42887480865501,0,0,1.42887480865501,0,0,0,0,0,0,5.12687640085029,1.09594206011223,3.89658444173895,0,7,0,0,7,0,0,0,0,0,0,115,3,27
"201","0425_000606",425,6,26162,26462,22.677,79.274,0,0,101.951,0,0,0,0,0,0,58.349,0,0,3.16450411280086,4.38544578271954,0,0,4.63425314687976,0,0,0,0,0,0,4.08343527171406,0,0,16,65,0,0,81,0,0,0,0,0,0,53,0,0
"202","0425_000906a",425,9,925,1225,0,5.093,0,0,5.093,0,0,0,0,0,0,143.248,0,1.852,0,1.80714057126636,0,0,1.80714057126636,0,0,0,0,0,0,4.97153404047407,0,1.04802050255205,0,8,0,0,8,0,0,0,0,0,0,105,0,2
"203","0425_000906b",425,9,3000,3300,0,11.691,3.264,0,11.691,0,0,79.391,0,0,4.065,66.425,0,17.965,0,2.54089308082803,1.45020768686354,0,2.54089308082803,0,0,4.38690222962063,0,0,1.62235413770065,4.21101586902579,0,2.94259517514086,0,23,2,0,23,0,0,26,0,0,3,44,0,13
"204","0425_000906c",425,9,300,600,0,1.987,0,0,1.987,0,0,0,0,0,0,77.949,0.543,3.756,0,1.09426953923397,0,0,1.09426953923397,0,0,0,0,0,0,4.36880207437697,0.433728573381024,1.55940697882854,0,4,0,0,4,0,0,0,0,0,0,41,1,2
"205","0425_010611",425,18,5671,5971,6.615,12.353,72.697,0,18.968,0,0,0,0,0,0,24.857,1.085,66.87,2.03011998634713,2.59174107870183,4.2999620928037,0,2.99413099218702,0,0,0,0,0,0,3.25258135733337,0.734768855250765,4.21759411071567,6,24,28,0,30,0,0,0,0,0,0,18,1,51
"206","0425_010611",425,18,23071,23371,0,9.106,0,0,9.106,0,0,0,0,0,0,211.98,0,15.063,0,2.31312930686972,0,0,2.31312930686972,0,0,0,0,0,0,5.36119826458724,0,2.77651849057563,0,10,0,0,10,0,0,0,0,0,0,85,0,11
"207","0425_010611",425,18,34471,34771,28.979,11.989,0,0,40.968,0,0,0,0,0,0,32.402,0,0,3.40049713654776,2.56410284542515,0,0,3.73690742312452,0,0,0,0,0,0,3.50861577842943,0,0,19,8,0,0,27,0,0,0,0,0,0,28,0,0
"208","0437_000304",437,3,893,1193,4.327,29.593,0,0,33.92,0,0,0,0,0,0,1.878,0,24.25,1.67278822793486,3.42077122461926,0,0,3.5530597309714,0,0,0,0,0,0,1.05709560846518,0,3.22882615572137,5,59,0,0,64,0,0,0,0,0,0,3,0,28
"209","0437_000304",437,3,10443,10743,0,15.151,0,0,15.151,0,0,0,0,0,0,0.395,0,5.057,0,2.78198196725638,0,0,2.78198196725638,0,0,0,0,0,0,0.332894415273329,0,1.80121462799881,0,36,0,0,36,0,0,0,0,0,0,1,0,6
"210","0437_000304",437,3,23643,23943,0,43.42,0,0,43.42,0,0,0,0,0,0,1.81,0,43.373,0,3.79368981846628,0,0,3.79368981846628,0,0,0,0,0,0,1.03318448334565,0,3.79263117635734,0,85,0,0,85,0,0,0,0,0,0,1,0,39
"211","0437_000604",437,6,8725,9025,4.558,49.142,30.682,0,53.7,0,0,0,0,0,0,3.715,0,118.944,1.71523833132031,3.91485898024735,3.45574869626666,0,4.00186370942794,0,0,0,0,0,0,1.55074891608542,0,4.7870249671926,3,44,23,0,47,0,0,0,0,0,0,1,0,82
"212","0437_000604",437,6,18325,18625,18.632,21.955,0,0,40.587,0,0,0,0,0,0,0,0,30.544,2.97716088796856,3.13353577770119,0,0,3.72778761842892,0,0,0,0,0,0,0,0,3.45138339657533,26,31,0,0,57,0,0,0,0,0,0,0,0,18
"213","0437_000604",437,6,33925,34225,0.725,15.052,0,0,15.777,0,0,0,0,0,6.928,7.206,0,81.947,0.545227050483323,2.77583345240467,0,0,2.82000890078826,0,0,0,0,0,2.07040079702769,2.10486559401999,0,4.41820184961715,1,21,0,0,22,0,0,0,0,0,4,9,0,60
"214","0437_000902",437,9,6264,6564,17.181,42.205,1.674,0,59.386,0,0,0,0,0,0,0.873,0,34.804,2.90037709273714,3.76595622929336,0.983575478679751,0,4.10075728999429,0,0,0,0,0,0,0.627541423461951,0,3.57805961900869,17,61,1,0,78,0,0,0,0,0,0,1,0,38
"215","0437_000902",437,9,9564,9864,0.595,6.962,0,0,7.557,0,0,0,0,0,0,60.392,0,153.433,0.466873736236808,2.07468022457813,0,0,2.14674966143592,0,0,0,0,0,0,4.1172795335046,0,5.0397603453235,1,10,0,0,11,0,0,0,0,0,0,34,0,102
"216","0437_000902",437,9,38964,39264,0.263,44.043,3.163,9.241,44.306,0,0,0,0,0,22.631,3.642,0,81.788,0.233489843368354,3.80761758907329,1.42623596821284,2.3263992710933,3.81343947404934,0,0,0,0,0,3.1625594093893,1.53514530785225,0,4.41628312335197,1,52,2,12,53,0,0,0,0,0,9,4,0,75
"217","0437_010603",437,18,6348,6648,35.112,35.479,0,7.515,70.591,0,0,0,0,0,0,5.79,0,69.347,3.58662522007518,3.59673675254971,0,2.14182931411465,4.27096936774188,0,0,0,0,0,0,1.9154509415706,0,4.25344013872788,37,39,0,7,76,0,0,0,0,0,0,5,0,59
"218","0437_010603",437,18,26748,27048,42.919,30.74,0,1.7,73.659,0,0,0,0,0,0,2.56,3.88,29.52,3.78234702827176,3.45757771509826,0,0.993251773010283,4.3129310793437,0,0,0,0,0,0,1.26976054486394,1.58514521986506,3.41838220641626,47,34,0,3,81,0,0,0,0,0,0,4,5,36
"219","0437_010603",437,18,33348,33648,27.141,26.062,0,0,53.203,0,0,0,0,0,0,8.991,0,36.975,3.33722758765753,3.29813052984145,0,0,3.99273625746732,0,0,0,0,0,0,2.30168468775088,0,3.63692804848184,37,41,0,0,78,0,0,0,0,0,0,10,0,35
"220","0441_000312b",441,3,6060,6360,0,2.563,0,0,2.563,0,0,0,0,0,0,37.681,2.93,42.315,0,1.2706028866237,0,0,1.2706028866237,0,0,0,0,0,0,3.65534852340499,1.36863942588117,3.7684989953421,0,6,0,0,6,0,0,0,0,0,0,30,3,34
"221","0441_000312b",441,3,24660,24960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"222","0441_000312b",441,3,26160,26460,0,35.705,8.86,0,35.705,0,0,0,0,0,0,26.409,5.403,14.883,0,3.60291298556274,2.28848616861454,0,3.60291298556274,0,0,0,0,0,0,3.31087142661378,1.85676663053667,2.76524935485302,0,90,9,0,90,0,0,0,0,0,0,22,5,17
"223","0517_000303",517,3,3322,3622,0,16.175,0,0,16.175,0,0,0,0,0,0,4.42,0.665,43.765,0,2.84345483810841,0,0,2.84345483810841,0,0,0,0,0,0,1.69009581545155,0.509825123432407,3.80142658408612,0,62,0,0,62,0,0,0,0,0,0,5,2,42
"224","0517_000303",517,3,3681,3981,0,21.815,0,0,21.815,0,0,0,0,0,0,25.48,0,68.277,0,3.12741821437937,0,0,3.12741821437937,0,0,0,0,0,0,3.27638973106881,0,4.23811296077618,0,68,0,0,68,0,0,0,0,0,0,23,0,76
"225","0517_000303",517,3,6022,6322,0,4.785,18.48,0,4.785,0,0,0,0,0,0,26.73,0.33,57.085,0,1.75526836064564,2.96938829821439,0,1.75526836064564,0,0,0,0,0,0,3.32251485962769,0.285178942233662,4.06190745496544,0,18,17,0,18,0,0,0,0,0,0,22,1,57
"226","0517_000602",517,6,8464,8764,0,9.5,39.72,0,9.5,0,0,0,0,0,0,8.47,2.17,34.38,0,2.35137525716348,3.70671937224227,0,2.35137525716348,0,0,0,0,0,0,2.24812890719799,1.15373158788919,3.56614668873164,0,14,19,0,14,0,0,0,0,0,0,9,5,29
"227","0517_000901",517,9,11704,12004,1.412,42.982,0,0,44.394,0,0,0,0,0,0,1.344,6.528,27.642,0.880456278864939,3.78378045930866,0,0,3.81537993772328,0,0,0,0,0,0,0.851858871714766,2.01862940228308,3.35487417205651,1,62,0,0,63,0,0,0,0,0,0,2,10,32
"228","0517_000901",517,9,16204,16504,1.562,24.697,27.644,0,26.259,0,0,0,0,0,0,16.23,2,19.65,0.940788203474543,3.24637425357001,3.35494399714469,0,3.30538374180975,0,0,0,0,0,0,2.84665205053984,1.09861228866811,3.02771531940704,2,43,20,0,45,0,0,0,0,0,0,22,2,18
"229","0517_000901",517,9,40204,40504,3.45,65.727,0,0,69.177,0,0,0,0,0,0,1.159,0,21.503,1.49290409617815,4.20060966861433,0,0,4.25102062201995,0,0,0,0,0,0,0.76964515153267,0,3.11364863365561,2,61,0,0,63,0,0,0,0,0,0,2,0,14
"230","0530_000304",530,3,38,338,3.935,31.42,0.57,0,35.355,0,0,0,0,0,0.25,19,0.245,93.03,1.59635267288544,3.47877551630753,0.451075619360217,0,3.59333174610202,0,0,0,0,0,0.22314355131421,2.99573227355399,0.219135529916671,4.54361388028899,6,57,1,0,63,0,0,0,0,0,1,15,1,78
"231","0530_000304",530,3,3938,4238,0,16.19,13.685,0,16.19,0,0,0,0,0,0,43.13,0,41.64,0,2.84432781939476,2.68682656465058,0,2.84432781939476,0,0,0,0,0,0,3.78713982328146,0,3.75279277985759,0,28,8,0,28,0,0,0,0,0,0,29,0,34
"232","0530_000304",530,3,45643,45943,0,13.455,3.275,0,13.455,0,0,0,0,0,0,29.58,0,54.275,0,2.67104037546831,1.45278410238872,0,2.67104037546831,0,0,0,0,0,0,3.42034620050092,0,4.01232072674351,0,31,1,0,31,0,0,0,0,0,0,25,0,38
"233","0530_000614",530,6,2194,2494,0,24.568,0,0,24.568,0,0,0,0,0,0,9.166,0,1.124,0,3.24134156958386,0,0,3.24134156958386,0,0,0,0,0,0,2.31904881902471,0,0.753301103379692,0,31,0,0,31,0,0,0,0,0,0,9,0,1
